,31981.3,0.732708,600.407,Feasible
,41851.9,0.857188,603.047,Feasible
,40974.9,0.854131,603,Feasible
,1157.86,2.12137e-05,9.282,Optimal
,20570.6,9.97498e-05,498.531,Optimal
,30384.1,9.59709e-05,539.172,Optimal
