D8.txt,2.17632e+06,3600.08,1-2,2,527
D8.txt,1.96931e+06,3600.23,1-2,3,1009
D8.txt,1.95632e+06,3600.27,1-2,4,2065
D8.txt,1.98454e+06,3600.35,1-2,5,2750
D8.txt,1.94339e+06,3600.48,1-2,6,4504
D8.txt,1.92294e+06,3600.47,1-2,7,3635
D8.txt,1.94607e+06,3600.55,1-2,8,9723
D8.txt,1.91454e+06,3600.52,1-2,9,10626
D8.txt,1.92155e+06,3394.11,1-2,10,10719
D8.txt,2.30769e+06,3600.33,2-2,2,490
D8.txt,2.09639e+06,3600.22,2-2,3,1016
D8.txt,2.1074e+06,3600.3,2-2,4,1177
D8.txt,2.08564e+06,3600.25,2-2,5,2574
D8.txt,2.0925e+06,3600.39,2-2,6,4295
D8.txt,1.9581e+06,3600.36,2-2,7,10960
D8.txt,1.99651e+06,3600.83,2-2,8,8096
D8.txt,2.00066e+06,3600.85,2-2,9,7526
D8.txt,2.02627e+06,3600.95,2-2,10,12172
D8.txt,2.2893e+06,3600.23,3-2,2,521
D8.txt,2.05504e+06,3600.25,3-2,3,520
D8.txt,2.00611e+06,3600.19,3-2,4,2478
D8.txt,2.04642e+06,3600.56,3-2,5,2707
D8.txt,2.00126e+06,3600.49,3-2,6,5510
D8.txt,1.96778e+06,3600.41,3-2,7,5362
D8.txt,2.00523e+06,3600.81,3-2,8,5206
D8.txt,1.97235e+06,3600.49,3-2,9,5944
D8.txt,1.93368e+06,3601,3-2,10,11508
D8.txt,1.96606e+06,3600.24,4-2,2,5075
D8.txt,1.98462e+06,3600.18,4-2,3,35163
D8.txt,1.93616e+06,3600.25,4-2,4,82847
D8.txt,1.96045e+06,3130.99,4-2,5,3892
D8.txt,1.95636e+06,3372.03,4-2,6,163194
D8.txt,1.95461e+06,3071.57,4-2,7,14
D8.txt,1.93575e+06,3066.51,4-2,8,30
D8.txt,1.92253e+06,3061.24,4-2,9,2
D8.txt,1.91069e+06,2873.93,4-2,10,0
D8.txt,2.28599e+06,3600.16,5-2,2,757
D8.txt,2.0362e+06,3600.4,5-2,3,22026
D8.txt,1.98868e+06,3600.24,5-2,4,63382
D8.txt,1.94145e+06,3600.58,5-2,5,248702
D8.txt,1.91128e+06,3220.86,5-2,6,21114
D8.txt,1.94552e+06,3291.77,5-2,7,31104
D8.txt,1.9176e+06,3317.23,5-2,8,21547
D8.txt,1.89988e+06,3345.89,5-2,9,17507
D8.txt,1.94824e+06,3099.2,5-2,10,1135
D8.txt,2.48096e+06,3600.3,6-2,2,483
D8.txt,2.16348e+06,3600.32,6-2,3,2978
D8.txt,1.94829e+06,3600.29,6-2,4,2292
D8.txt,1.97763e+06,3600.34,6-2,5,5610
D8.txt,2.14222e+06,3600.46,6-2,6,13696
D8.txt,2.1208e+06,3600.67,6-2,7,12719
D8.txt,2.04371e+06,3540.02,6-2,8,19382
D8.txt,2.00299e+06,3204.23,6-2,9,24202
D8.txt,1.98402e+06,3365.74,6-2,10,2189
D8.txt,1.99208e+06,3600.15,7-2,2,2321
D8.txt,1.93958e+06,3600.21,7-2,3,5649
D8.txt,1.94615e+06,3600.27,7-2,4,6302
D8.txt,1.97905e+06,3600.34,7-2,5,11779
D8.txt,1.9229e+06,3600.5,7-2,6,31164
D8.txt,1.92796e+06,3600.51,7-2,7,10130
D8.txt,1.89388e+06,3600.54,7-2,8,19140
D8.txt,1.93433e+06,3600.49,7-2,9,19627
D8.txt,1.90106e+06,3522.57,7-2,10,29059
D8.txt,1.9809e+06,3600.23,8-2,2,3795
D8.txt,1.92178e+06,3600.25,8-2,3,6002
D8.txt,1.98202e+06,3600.28,8-2,4,11375
D8.txt,1.89402e+06,3600.45,8-2,5,15533
D8.txt,1.94097e+06,3600.34,8-2,6,31080
D8.txt,1.90163e+06,3600.53,8-2,7,20925
D8.txt,1.90877e+06,3010.13,8-2,8,14589
D8.txt,1.93889e+06,3077.72,8-2,9,11172
D8.txt,1.88998e+06,3130.03,8-2,10,22713
D8.txt,2.0203e+06,2651.05,9-2,2,15024
D8.txt,2.70354e+06,3600.26,9-2,3,41485
D8.txt,2.16627e+06,3000.67,9-2,4,140
D8.txt,2.09105e+06,3120.63,9-2,5,153
D8.txt,2.12674e+06,2766.45,9-2,6,96
D8.txt,Infeasible,1.65081e+09,9-2,7,it4
D8.txt,2.0791e+06,2799.28,9-2,8,31
D8.txt,1.99977e+06,2762.04,9-2,9,15
D8.txt,2.02581e+06,2518.5,9-2,10,30
D8.txt,1.92987e+06,3600.13,10-2,2,6890
D8.txt,1.89874e+06,3600.29,10-2,3,8349
D8.txt,1.95069e+06,3600.25,10-2,4,13503
D8.txt,1.90064e+06,3600.37,10-2,5,36037
D8.txt,1.97122e+06,3350.94,10-2,6,35352
D8.txt,1.88461e+06,3600.34,10-2,7,59043
D8.txt,1.9106e+06,2729.11,10-2,8,7001
D8.txt,1.93509e+06,2828.01,10-2,9,13164
D8.txt,1.89906e+06,2889.43,10-2,10,693
D8.txt,2.02642e+06,3600.2,111-2,2,6568
D8.txt,2.6546e+06,3431.58,111-2,3,85205
D8.txt,1.98372e+06,3600.17,111-2,4,112833
D8.txt,1.94437e+06,3125.42,111-2,5,3101
D8.txt,2.02536e+06,3200.96,111-2,6,577
D8.txt,1.91451e+06,3257.56,111-2,7,0
D8.txt,2.16033e+06,3300.5,111-2,8,0
D8.txt,1.91685e+06,2827.82,111-2,9,0
D8.txt,1.92108e+06,3121.13,111-2,10,0
