C8.txt,5.52391e+06,3600.1,1-2,2,3998
C8.txt,5.52273e+06,3600.35,1-2,3,8036
C8.txt,5.51605e+06,3600.25,1-2,4,8469
C8.txt,5.52246e+06,3600.48,1-2,5,7637
C8.txt,5.52577e+06,3600.41,1-2,6,10615
C8.txt,5.52186e+06,3600.48,1-2,7,15850
C8.txt,5.55416e+06,3343.84,1-2,8,21486
C8.txt,5.52292e+06,3171.35,1-2,9,26766
C8.txt,5.53639e+06,3250.29,1-2,10,17620
C8.txt,5.55123e+06,3600.16,2-2,2,3110
C8.txt,5.51942e+06,3600.3,2-2,3,6190
C8.txt,5.53394e+06,3600.37,2-2,4,11190
C8.txt,5.54868e+06,3600.48,2-2,5,8476
C8.txt,5.53534e+06,3600.64,2-2,6,21171
C8.txt,5.54058e+06,3600.38,2-2,7,15972
C8.txt,5.54068e+06,3600.57,2-2,8,16919
C8.txt,5.51843e+06,3600.67,2-2,9,26811
C8.txt,5.52569e+06,3371.52,2-2,10,27350
C8.txt,5.53521e+06,3600.09,3-2,2,2554
C8.txt,5.54219e+06,3600.26,3-2,3,5995
C8.txt,5.53605e+06,3600.34,3-2,4,17319
C8.txt,5.55034e+06,3600.39,3-2,5,10824
C8.txt,5.52586e+06,3600.44,3-2,6,19149
C8.txt,5.55201e+06,3600.31,3-2,7,18300
C8.txt,5.53012e+06,3600.55,3-2,8,17264
C8.txt,5.53292e+06,3600.69,3-2,9,27385
C8.txt,5.58271e+06,3600.65,3-2,10,47397
C8.txt,5.51837e+06,3600.08,4-2,2,16380
C8.txt,5.54396e+06,3600.18,4-2,3,191851
C8.txt,5.51262e+06,3009.53,4-2,4,1789
C8.txt,5.51818e+06,3122.42,4-2,5,1178
C8.txt,5.52835e+06,3200.5,4-2,6,27
C8.txt,5.52251e+06,2836.48,4-2,7,0
C8.txt,5.52217e+06,2998.71,4-2,8,0
C8.txt,5.53683e+06,2393.79,4-2,9,10
C8.txt,5.53801e+06,2791.56,4-2,10,40
C8.txt,5.53322e+06,3600.19,5-2,2,7280
C8.txt,5.52073e+06,3600.23,5-2,3,42513
C8.txt,5.52188e+06,3600.4,5-2,4,141967
C8.txt,5.51307e+06,3600.35,5-2,5,155954
C8.txt,5.52319e+06,3314.64,5-2,6,94652
C8.txt,5.52882e+06,2813.99,5-2,7,2298
C8.txt,5.5167e+06,2803,5-2,8,10
C8.txt,5.53064e+06,3333.91,5-2,9,176
C8.txt,5.53228e+06,2767.75,5-2,10,90
C8.txt,5.53159e+06,3600.18,6-2,2,2539
C8.txt,5.51869e+06,3600.31,6-2,3,5710
C8.txt,5.51612e+06,3600.38,6-2,4,11832
C8.txt,5.5173e+06,3600.49,6-2,5,34515
C8.txt,5.51464e+06,3600.49,6-2,6,62830
C8.txt,5.53236e+06,3149.74,6-2,7,54980
C8.txt,5.52292e+06,3335.75,6-2,8,25335
C8.txt,5.52759e+06,2675.66,6-2,9,77427
C8.txt,5.53449e+06,3047.32,6-2,10,5440
C8.txt,5.54002e+06,3600.12,7-2,2,4217
C8.txt,5.54086e+06,3600.15,7-2,3,10379
C8.txt,5.5253e+06,3600.21,7-2,4,13534
C8.txt,5.52792e+06,3600.26,7-2,5,35298
C8.txt,5.52499e+06,3600.47,7-2,6,41793
C8.txt,5.52561e+06,2981.37,7-2,7,33245
C8.txt,5.53284e+06,3600.55,7-2,8,124614
C8.txt,5.51637e+06,3600.62,7-2,9,108362
C8.txt,5.54111e+06,3203.2,7-2,10,123174
C8.txt,5.54551e+06,3600.21,8-2,2,6088
C8.txt,5.53317e+06,3600.22,8-2,3,6477
C8.txt,5.52063e+06,3600.2,8-2,4,20215
C8.txt,5.52652e+06,3600.31,8-2,5,20424
C8.txt,5.5286e+06,3600.65,8-2,6,43205
C8.txt,5.52678e+06,2978.19,8-2,7,55908
C8.txt,5.52552e+06,3339.65,8-2,8,19267
C8.txt,5.54177e+06,2736.77,8-2,9,726
C8.txt,5.5261e+06,2861.5,8-2,10,1660
C8.txt,5.52883e+06,3600.23,9-2,2,22378
C8.txt,5.53607e+06,3600.13,9-2,3,35332
C8.txt,5.52596e+06,3600.29,9-2,4,137463
C8.txt,5.54451e+06,3122.9,9-2,5,2656
C8.txt,5.52748e+06,3202.31,9-2,6,2147
C8.txt,5.52553e+06,3173.7,9-2,7,5524
C8.txt,5.54385e+06,2632.57,9-2,8,20
C8.txt,5.53558e+06,2711.85,9-2,9,220
C8.txt,5.53922e+06,1972.91,9-2,10,22
C8.txt,5.54932e+06,3600.13,10-2,2,13506
C8.txt,5.52576e+06,3600.25,10-2,3,32640
C8.txt,5.52485e+06,3600.31,10-2,4,52338
C8.txt,5.54043e+06,3600.36,10-2,5,124429
C8.txt,5.52314e+06,3600.42,10-2,6,147774
C8.txt,5.52755e+06,3600.28,10-2,7,101100
C8.txt,5.52932e+06,3086.22,10-2,8,117255
C8.txt,5.53282e+06,2974.41,10-2,9,208017
C8.txt,5.53346e+06,2832.23,10-2,10,121866
