A9.txt,319369,3600.05,1-2,2,22930
A9.txt,318544,3600.06,1-2,3,35723
A9.txt,319434,3600.07,1-2,4,37184
A9.txt,320218,3600.05,1-2,5,44917
A9.txt,318220,3600.07,1-2,6,77402
A9.txt,320560,3600.06,1-2,7,135550
A9.txt,324836,3065.08,1-2,8,130300
A9.txt,320984,2032.83,1-2,9,77894
A9.txt,321969,1667.6,1-2,10,81139
A9.txt,322986,3600.07,2-2,2,30587
A9.txt,322662,3600.05,2-2,3,33655
A9.txt,323767,3600.09,2-2,4,42690
A9.txt,324610,3600.09,2-2,5,119127
A9.txt,323479,3600.11,2-2,6,93768
A9.txt,325165,3600.1,2-2,7,115443
A9.txt,323615,3600.08,2-2,8,93539
A9.txt,326388,3394.96,2-2,9,118791
A9.txt,324984,2730.84,2-2,10,70670
A9.txt,319211,3600.05,3-2,2,25409
A9.txt,320341,3600.04,3-2,3,21170
A9.txt,319770,3600.06,3-2,4,53632
A9.txt,321699,3600.07,3-2,5,66900
A9.txt,320223,3600.09,3-2,6,72164
A9.txt,321808,3600.08,3-2,7,145692
A9.txt,320249,3600.1,3-2,8,233110
A9.txt,320920,2904.98,3-2,9,161974
A9.txt,322719,2831.14,3-2,10,3174
A9.txt,323233,3600.05,4-2,2,172490
A9.txt,318558,3600.06,4-2,3,275212
A9.txt,320626,3000.2,4-2,4,10
A9.txt,320429,3120.1,4-2,5,0
A9.txt,320446,3200.13,4-2,6,0
A9.txt,320373,2457.39,4-2,7,0
A9.txt,324331,2499.43,4-2,8,0
A9.txt,323024,2518.9,4-2,9,0
A9.txt,323419,2019.02,4-2,10,0
A9.txt,320138,3600.07,5-2,2,98405
A9.txt,320582,3600.07,5-2,3,418622
A9.txt,319753,2972.32,5-2,4,538752
A9.txt,320321,2660.55,5-2,5,433696
A9.txt,320910,2436.91,5-2,6,448709
A9.txt,320457,1891.16,5-2,7,200004
A9.txt,320797,1347.84,5-2,8,2820
A9.txt,320371,1987.65,5-2,9,101
A9.txt,320813,1508.75,5-2,10,3
A9.txt,326194,3600.03,6-2,2,21406
A9.txt,325606,3600.05,6-2,3,64399
A9.txt,325695,3600.09,6-2,4,228013
A9.txt,322645,3016.07,6-2,5,57318
A9.txt,326595,2540.25,6-2,6,58
A9.txt,327820,3217.55,6-2,7,0
A9.txt,327725,2207.26,6-2,8,141
A9.txt,322921,2103.2,6-2,9,0
A9.txt,328155,1996.26,6-2,10,0
A9.txt,320242,3600.03,7-2,2,27261
A9.txt,319128,3600.05,7-2,3,66660
A9.txt,320805,2972.08,7-2,4,126974
A9.txt,320217,2552.14,7-2,5,261695
A9.txt,320770,1876.54,7-2,6,14588
A9.txt,320040,1480.72,7-2,7,969
A9.txt,320151,1688.43,7-2,8,197
A9.txt,321169,1600.96,7-2,9,18
A9.txt,319837,1851.8,7-2,10,4
A9.txt,320172,3600.05,8-2,2,72210
A9.txt,320452,3600.1,8-2,3,118271
A9.txt,320557,2967.23,8-2,4,117567
A9.txt,320462,2177.59,8-2,5,384557
A9.txt,320714,2223.14,8-2,6,10643
A9.txt,320514,1525.06,8-2,7,2582
A9.txt,321419,1775.07,8-2,8,128
A9.txt,321018,1620.29,8-2,9,18
A9.txt,320217,1898.24,8-2,10,0
A9.txt,320548,2838.54,9-2,2,132016
A9.txt,321688,2801.75,9-2,3,857
A9.txt,320894,2385.29,9-2,4,5
A9.txt,326842,1818.39,9-2,5,0
A9.txt,324240,2162.52,9-2,6,0
A9.txt,327612,1991.43,9-2,7,0
A9.txt,326174,1992.29,9-2,8,0
A9.txt,329208,1698.57,9-2,9,0
A9.txt,326005,1771.77,9-2,10,0
A9.txt,319819,3600.08,10-2,2,110551
A9.txt,320237,3600.09,10-2,3,141937
A9.txt,320694,2891.17,10-2,4,139778
A9.txt,320201,2203.58,10-2,5,394890
A9.txt,320460,2206.18,10-2,6,15394
A9.txt,320514,1522.35,10-2,7,3282
A9.txt,321419,1771.81,10-2,8,128
A9.txt,320888,1478.54,10-2,9,16
A9.txt,320217,1896.78,10-2,10,0
