A6.txt,487299,1.02365,1-2,1,0
A7.txt,295809,1.01335,1-1,1,0
A8.txt,304379,1.01662,1-1,1,0
A9.txt,265855,1.02213,1-1,1,0
A10.txt,409676,1.01415,1-1,1,0
B6.txt,3.92708e+06,1.02025,1-1,1,0
B7.txt,1.32587e+06,1.029,1-1,1,0
B8.txt,647427,1.03196,1-1,1,0
B9.txt,1.00882e+06,1.02366,1-1,1,0
B10.txt,3.29746e+06,1.02084,1-1,1,0
C6.txt,1.20428e+07,1.02505,1-1,1,0
C7.txt,5.97353e+06,1.02505,1-1,1,0
C8.txt,1.55142e+07,1.01706,1-1,1,0
C9.txt,1.16052e+07,1.01936,1-1,1,0
C10.txt,1.7788e+07,1.01843,1-1,1,0
D6.txt,Unknown,1.04517e+06,1-1,1,it1
D7.txt,Unknown,1.04517e+06,1-1,1,it1
D8.txt,1.71794e+07,1.08338,1-1,1,0
D9.txt,Unknown,1.04517e+06,1-1,1,it1
D10.txt,1.72924e+07,1.01612,1-1,1,0
E6.txt,2.88473e+07,1.04079,1-1,1,0
E7.txt,2.92232e+07,1.0478,1-1,1,0
E8.txt,2.7093e+07,1.05335,1-1,1,0
E9.txt,2.80079e+07,1.03377,1-1,1,0
E10.txt,3.18536e+07,1.0418,1-1,1,0
